0.0,-6.1015476968231868,-2.2986972245779107,28.629762537214738,-5.2253147999999996,-4.8780463008047326,-0.31851479999999954,-0.2454147999999996,15.0
1.0,-9.0075920992360619,0.86944324586997535,0.6515953317170714,-5.0234147999999994,-4.9898938463451383,-0.31391479999999961,-0.18751479999999954,15.0
2.0,-17.190430079966891,10.831085634592714,-20.537998580445183,-5.1764147999999999,-4.9922909970859415,-0.40021479999999965,-0.19011479999999947,15.0
3.0,-13.501746144561672,-22.260787392620347,-30.681037985990343,-5.0322147999999993,-4.9342331754855113,-0.49261479999999969,-0.11341479999999948,15.0
4.0,-15.680781752688539,-23.064729437120825,-23.095378751102327,-5.1635147999999997,-5.0197120628770806,-0.18881479999999962,-0.12451479999999959,15.0
5.0,27.046479366710372,-18.8949050477394,-31.295847924223626,-5.0695147999999994,-4.917979324121041,-0.33171479999999964,-0.29721479999999967,15.0
6.0,6.8813978690682083,-21.285430488542499,11.593857916738299,-5.2513147999999994,-4.9202595406793659,-0.52671479999999971,-0.12031479999999961,15.0
7.0,23.796364127050904,-16.325256005723563,-5.7648288796154272,-5.4244147999999992,-5.2379112473814153,-0.22221479999999949,-0.13601479999999966,15.0
8.0,-13.551066665249321,7.8610944348610037,11.766180287332247,-5.2947147999999995,-4.9516563686747643,-0.69171479999999974,-0.51591479999999956,15.0
9.0,29.705122646497703,-21.994004633180626,29.943742079298826,-5.2167147999999992,-4.9132434897306734,-0.62291479999999977,-0.31941479999999967,15.0
10.0,0.80671060842760656,-14.700251937986382,-0.17907399524355855,-5.1948147999999996,-5.0271373834644475,-0.28301479999999968,-0.2584147999999995,15.0
11.0,13.458256032709622,-30.759011678686193,-29.999748755417379,-5.2334147999999994,-5.0989934385973052,-0.35501479999999952,-0.17961479999999952,15.0
12.0,-25.681826170661108,-9.6010731738318356,-21.30415162758672,-5.1435147999999993,-4.9131850226394338,-0.15171479999999948,-0.13861479999999959,15.0
13.0,-23.5689423225244,20.585934052847286,-28.72577393887136,-5.3563147999999998,-5.0108835320999763,-0.43021479999999968,-0.1950147999999996,15.0
14.0,3.5505574492944567,-15.226399369714899,17.004403175929824,-5.2563147999999993,-5.0209983388843415,-0.19181479999999951,-0.076914799999999506,15.0
15.0,23.040596388031791,40.440351596748314,-15.509034767250276,-5.1253147999999999,-4.9888999057940735,-0.05021479999999956,0.0083852000000004256,15.0
17.0,-22.223286650090788,-5.9272693642654675,24.19680707738171,-5.4168147999999992,-5.1401542708296351,-1.0938147999999996,-0.62061479999999936,15.0
18.0,9.7898656404343392,5.5183442058856356,25.760816471353042,-5.1903147999999995,-5.0606974938356926,-0.31481479999999951,-0.10951479999999947,15.0
19.0,27.795954694020981,36.09394438078003,30.686401448663347,-5.0551147999999992,-4.9497854217551129,-0.33491479999999951,-0.24051479999999947,15.0
21.0,-16.510222973350309,12.52246490531129,30.512329668709299,-5.2069147999999998,-4.9980792391186126,-0.49721479999999962,-0.21651479999999967,15.0
22.0,-18.250776441083726,7.0207267554251382,-13.200030779411941,-5.4982147999999995,-5.044794445018657,-0.48891479999999943,-0.33131479999999947,15.0
23.0,42.309526451634888,-13.072799441595015,-1.3142637248794711,-5.2074147999999996,-5.0743203260944041,-0.54081479999999971,-0.2987147999999995,15.0
25.0,-36.947152263724448,-16.468687487517688,23.048155725626142,-5.3500147999999994,-5.0098311244576728,-0.44091479999999961,-0.29031479999999954,15.0
27.0,28.394008440673691,4.8834047211162028,8.2126018387058579,-5.0414147999999992,-4.9245861054310591,-0.43011479999999946,-0.26251479999999949,15.0
28.0,24.804937799284641,-16.263829540332846,20.829512641475432,-5.1938147999999993,-4.9586139525322181,-0.19781479999999951,-0.065014799999999484,15.0
29.0,-21.152290357049516,-42.588875700395157,-13.684242090597719,-5.2161147999999997,-5.0480101350368072,-0.31001479999999959,-0.22101479999999962,15.0
31.0,0.44292836633574401,-13.426861975963744,11.698683103164335,-5.4624147999999995,-5.1349506997093544,-0.74351479999999937,-0.30221479999999956,15.0
32.0,35.015388494703934,-1.8285914652655475,-9.3385217168351922,-5.0967148,-4.9252292434346892,-0.34201479999999962,-0.16341479999999953,15.0
34.0,-1.329796701095985,-10.796598897854569,15.266974953619467,-5.4013147999999997,-5.1383417910012223,-0.3249147999999995,-0.19631479999999968,15.0
35.0,-6.3421249096912353,-32.414445767208058,36.111469502997771,-5.2045147999999992,-5.0484194046754807,-0.37921479999999952,-0.14251479999999961,15.0
